title,environment,morphology
Tradeoff s and Negative Correlations in Evolutionary Ecology,,OWLClass_000730
Co-Variation of Chemical and Mechanical Defenses in Lima Bean (Phaseolus lunatus L.),OWLClass_000835,OWLClass_001135
The Mechanism of Drilling by Wood Wasp Ovipositors,OWLClass_000854,OWLClass_001142
Physiological tradeoffs may underlie the evolution of hypoxia tolerance and exercise performance in sunfish (Centrarchidae),OWLClass_000869,OWLClass_001146
Finite element modeling of occlusal variation in durophagous tooth systems,,OWLClass_001134
Visual acuity trade-offs and microhabitat-driven adaptation of searching behaviour in psyllids (Hemiptera: Psylloidea: Aphalaridae),,OWLClass_001142
Sprint sensitivity and locomotor trade-offs in green anole (Anolis carolinensis),OWLClass_000836,OWLClass_001146
Electrical aspects of the osmorespiratory compromise: transepithelial potential responses to hypoxia in the euryhaline killifish (Fundulus heteroclitus) in freshwater and seawater,OWLClass_000868,OWLClass_001146
Experimental evolution reveals trade-offs between mating and immunity,OWLClass_000835,OWLClass_001146
Nacre from mollusk shells: a model for high-performance structural materials,OWLClass_000878,OWLClass_001159
FUNCTIONAL DESIGN OF HORSE HOOF KERATIN: THE MODULATION OF MECHANICAL PROPERTIES THROUGH HYDRATION EFFECTS,OWLClass_000835,OWLClass_001146
The effects of water and microstructure on the mechanical properties of bighorn sheep (Ovis canadensis) horn keratin,OWLClass_000860,OWLClass_001146
Evolutionary variation in the mechanics of fiddler crab claws,OWLClass_000836,OWLClass_001142
Mechanical and Failure Properties of Extracellular Matrix Sheets as a Function of Structural Protein Composition,OWLClass_000835,OWLClass_001146
Trade-off between root porosity and mechanical strength in species with different types of aerenchyma,OWLClass_000835,OWLClass_001135
Surface tension dominates insect flight on fluid interfaces,OWLClass_000869,OWLClass_001142
Life history trade-offs imposed by dragline use in two money spiders,OWLClass_000835,OWLClass_001142
Costs and trade-offs of grazerinduced defenses in Scenedesmus under deficient resource,OWLClass_000868,OWLClass_001177
Resilin microjoints: a smart design strategy to avoid failure in dragonfly wings,,OWLClass_001142
Giant wood spider Nephila pilipes alters silk protein in response to prey variation,OWLClass_000835,OWLClass_001142
THE AERODYNAMICS AND HYDRODYNAMICS OF PLANTS,OWLClass_000835,OWLClass_001135
"ANIMAL MOVEMENT, MECHANICAL TUNING AND COUPLED SYSTEMS",OWLClass_000833,OWLClass_001134
THE ENERGETICS OF LOCOMOTION AND LOAD CARRIAGE IN THE DESERT HARVESTER ANT POGONOMYRMEX RUGOSUS,OWLClass_000835,OWLClass_001142
Walking on inclines: energetics of locomotion in the ant Camponotus,OWLClass_000835,OWLClass_001142
"SCALE EFFECTS ON THE ATTACHMENT PADS AND FRICTION FORCES IN SYRPHID FLIES (DIPTERA, SYRPHIDAE)",OWLClass_001142,OWLClass_001142
Axonal outgrowth of cultured neurons is not limited by growth cone competition,,OWLClass_001146
Composites with high work of fracture ,OWLClass_000854,OWLClass_001135
"A laser-engraved glass duplicating the structure, mechanics and performance of natural nacre ",,OWLClass_001159
The Construction of the Insect Compound Eye: The Involvement of Cell Displacement and Cell Surface Properties in the Positioning of Cells,,OWLClass_001142
"Transfer from Long to Short Photoperiods Affects Production Efficiency of Day-neutral Rice 
Additional index words",OWLClass_000860,OWLClass_001135
"Using Idiothetic Cues to Swim a Path With a Fixed Trajectory and Distance: Necessary Involvement of the Hippocampus, but Not the Retrosplenial Cortex ",,OWLClass_001146
BIOMECHANICAL PROPERTIES OF THE TRUNK OF THE DEVIL'S WALKING STICK (ARALIA SPINOSA; ARALIACEAE) DURING THE CROWN-BUILDING PHASE,,OWLClass_001135
